Year,State,County,Count,officer_10k,crime_10k,pop_diversity,black_pop_perc,urbanization_index,firearm_fatalities_100k,population,pop_density,male_perc,age_20_45_perc,Official_action_taken
2015,NC,Anson,2,NA,244.78,55.62,48.5,21.49,27,25602,48.17,52.71,34.02,0
2015,NC,Ashe,1,NA,NA,13.79,1,15.14,22.25,26628,62.49,49.35,26.21,0
2015,NC,Bladen,1,NA,NA,57.39,34.7,8.77,29.5,34083,38.98,47.85,28.12,0
2015,NC,Cumberland,1,18.4,NA,63.61,37.4,86.63,302.75,331203,507.73,49.86,39.47,0
2015,NC,Durham,1,19.9,43.99,65.18,38.7,94.37,199.25,300793,1051.8,47.86,39.61,0
2015,NC,Edgecombe,1,NA,NA,52.62,57.7,54.69,53.25,53743,106.35,46.3,28.91,100
2015,NC,Gaston,4,21.8,NA,40.82,15.8,80.35,141.5,212919,598.04,48.21,31.66,0
2015,NC,Haywood,1,NA,NA,12.79,1.2,44.56,46.5,59646,107.72,48.17,26.83,0
2015,NC,Macon,1,NA,NA,19.22,1.7,19.99,32.5,34090,66.12,48.5,24.27,0
2015,NC,Mecklenburg,1,15.9,NA,63.48,32.1,98.93,546.75,1033238,1972.43,48.03,38.43,100
2015,NC,Pitt,1,20.3,110.26,55.59,34.6,74.56,95.5,176071,270.06,47.09,38.95,100
2015,NC,Randolph,1,NA,NA,33.73,6.3,43.76,104,142575,182.2,49.32,29.61,0
2015,NC,Sampson,1,NA,NA,61.73,27.1,15.04,46.25,63559,67.28,49,29.88,0
2015,NC,Stokes,1,NA,NA,16.01,4.2,24.3,41.5,46159,102.84,49.03,27.54,0
2015,NC,Transylvania,1,NA,NA,17.8,4.1,40.36,28.5,33157,87.59,48.3,24.61,0
2015,NC,Wake,2,14.4,35.11,56.41,21.4,93.9,323,1022319,1224.01,48.57,36.51,0
2015,NC,Yadkin,1,NA,322.83,26.35,3.4,15.32,31,37619,112.35,49.37,27.65,0
2015,ND,Benson,1,NA,NA,52.61,0.1,0,6.5,6820,4.91,51.44,27.35,0
2015,NE,Cheyenne,1,NA,NA,18.71,0.4,63.74,7.75,10137,8.47,50.21,30.15,0
2015,NE,Deuel,1,NA,NA,13.57,0.3,0,7,1910,4.34,48.64,23.14,0
2015,NE,Douglas,4,18.3,29.64,46.14,11.6,97.83,292.25,549029,1671.52,49.3,35.52,50
2015,NE,Lancaster,2,11.7,14.34,29.67,3.8,91.75,111.25,306096,365.47,50.17,37.79,0
2015,NH,Grafton,1,NA,0.67,16.08,1.1,31.28,41.5,89439,52.34,49.29,30.97,0
2015,NH,Hillsborough,1,NA,NA,24.26,2.6,78.81,197.25,408985,466.8,49.69,31.95,0
2015,NH,Rockingham,1,NA,0.39,12.45,0.9,75.1,102.5,302691,435.7,49.53,28.95,0
2015,NJ,Atlantic,1,NA,0,60.25,17.3,87.29,119.75,270153,486.15,48.41,30.25,0
2015,NJ,Bergen,3,NA,NA,58.14,6.7,99.9,99.75,926391,3975.76,48.43,30.53,0
2015,NJ,Camden,3,NA,0.91,58.28,21,98.38,255.75,507638,2294.31,48.28,32.61,0
2015,NJ,Mercer,1,NA,0.76,64.21,21.1,96.52,142.25,368124,1639.31,48.9,33.31,0
2015,NJ,Middlesex,2,NA,0,67.89,11,99.33,110.25,825546,2672.45,49.27,34.26,0
2015,NJ,Monmouth,1,NA,NA,40.13,7.6,96.27,89.25,624079,1331.25,48.63,28.23,0
2015,NJ,Ocean,2,NA,0.17,26.46,3.5,97.1,115,587091,933.7,48.18,26.53,0
2015,NJ,Sussex,1,NA,NA,22.14,2.1,60.15,43,143004,275.53,49.66,27.62,0
2015,NJ,Union,1,NA,NA,66.97,23.4,100,118.25,549905,5346.15,48.69,32.84,0
2015,NM,Bernalillo,5,NA,105.74,59.1,3.4,95.8,591,676248,582.56,49.01,34.55,0
2015,NM,Chavez,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,NM,Dona Ana,1,NA,NA,NA,NA,NA,123.25,NA,NA,NA,NA,0
2015,NM,Eddy,1,NA,127.32,53.69,1.9,79.15,68.5,57715,13.82,50.42,32.5,0
2015,NM,Lea,4,NA,114.88,54.35,4.3,78.97,64.25,71476,16.28,51.51,34.72,0
2015,NM,Lincoln,2,NA,121.19,48.83,0.9,46.82,27.75,19352,4.01,49.31,22.54,0
2015,NM,Luna,1,NA,NA,48.16,1.7,59.39,29.25,24367,8.22,49.95,28.11,0
2015,NM,Santa Fe,2,NA,84.86,54.73,1.1,74.84,112.75,148098,77.56,48.6,28.22,0
2015,NM,Sierra,1,NA,NA,46.85,0.8,66.05,18.25,11236,2.69,50.13,19.57,0
2015,NM,Taos,1,NA,101.86,54.79,0.8,41.55,41.75,32797,14.89,49.05,26,0
2015,NM,Valencia,1,NA,NA,52.59,1.6,83.27,61,75661,70.96,50.23,30.07,0
2015,NV,Carson City,1,NA,416.64,46.85,2.3,95.16,55.75,54068,NA,51.13,29.6,0
2015,NV,Clark,16,11.65,NA,67.31,11.5,98.69,1497.75,2096717,265.7,49.99,35.24,0
2015,NV,Douglas,1,NA,273.26,31.85,0.9,68.45,40.25,47404,66.79,50.38,23.57,0
2015,NV,Washoe,1,11.6,39.73,52.17,2.6,95.73,346,442453,70.2,50.36,33.58,0
2015,NY,Dutchess,1,NA,NA,43.61,10.9,74.6,87,294039,369.57,49.75,30.48,0
2015,NY,Franklin,1,NA,NA,32.26,6.7,37.32,18.75,50540,31.02,54.73,33.59,0
2015,NY,Fulton,1,NA,NA,12.63,1.9,49.63,20.75,53801,108.59,49.76,29.5,0
2015,NY,Kings,1,NA,NA,69.23,35.4,100,578.75,2608794,36836.97,47.35,38.77,0
2015,NY,Monroe,1,NA,NA,44.79,16,93.55,248.25,745577,1134.46,48.28,32.35,0
2015,NY,New York,3,NA,NA,65.82,18.4,NA,145.5,1636063,71662.86,47.28,44.03,0
2015,NY,Orleans,1,NA,NA,23.83,6.4,39.12,15.75,41481,106.02,49.69,30.61,100
2015,NY,Oswego,1,NA,NA,10.42,1,38.25,38.25,119735,125.82,50.06,30.64,100
2015,NY,Queens,1,NA,NA,74.22,20.9,100,274.25,2305838,21246.09,48.49,36.73,0
2015,NY,Rensselaer,1,NA,33.27,27.28,7.2,69.49,42.25,159436,244.37,49.27,32.6,0
2015,NY,Richmond,1,NA,NA,54.78,11.8,100,69,472349,8092.32,48.39,32.47,0
2015,NY,Rockland,1,NA,NA,54.21,12.9,99.28,34.75,322919,1860.67,48.95,29.18,0
2015,NY,St. Lawrence,1,NA,NA,14.48,2.5,38.01,27.25,110348,41.17,51.07,31.91,0
2015,NY,Suffolk,1,NA,0.74,46.88,8.2,97.4,282.75,1491967,1635.84,49.22,30.24,0
2015,NY,Westchester,2,27.92,NA,60.59,15.9,96.73,124.5,968773,2250.34,48.39,30.33,0
2015,NY,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,OH,Cuyahoga,5,15.4,NA,53.76,30.2,99.42,937.25,1258739,2753.21,47.62,31.55,20
2015,OH,Franklin,5,21.9,NA,50.55,22,98.65,835.75,1257386,2362.66,48.75,38.66,20
2015,OH,Hamilton,3,NA,66.94,48.17,26,97.77,599.75,809527,1994.35,48.16,33.28,33.33
2015,OH,Hancock,1,NA,NA,18.3,1.8,68.89,27.75,75678,142.42,49.24,31.53,0
2015,OH,Lucas,1,22.5,48.27,46.39,19.5,95.34,261.75,433633,1272.17,48.45,32.58,0
2015,OH,Mercer,1,NA,NA,7.22,0.4,38.64,18.25,40723,88.06,50.27,28.05,0
2015,OH,Montgomery,1,19.45,58.77,43.16,21,95.67,413,531777,1152.15,48.15,31.49,0
2015,OH,Muskingum,1,NA,NA,14.95,3.9,52.97,56.75,86194,129.7,48.46,30.43,0
2015,OH,Pike,1,NA,300.37,8.36,1,25.76,26.75,28117,63.86,49.88,29.49,100
2015,OH,Portage,1,NA,NA,17.63,4.5,67.19,62.25,162594,333.61,49,33.84,0
2015,OH,Richland,1,NA,NA,24.26,9.2,67.95,67.75,121688,245.7,50.81,30.25,0
2015,OH,Stark,1,NA,103.25,23.08,7.8,86.47,238.75,374715,651.37,48.57,29.42,0
2015,OH,Summit,3,22.5,41.04,35.6,14.7,96.12,330,541788,1312.63,48.51,31.09,0
2015,OH,Trumbull,1,NA,34.25,22.3,8.5,72.73,147,203328,328.85,48.76,28.18,0
2015,OH,Washington,1,NA,NA,8.75,1.2,NA,32.5,61020,96.56,49.21,28.78,0
2015,OH,Wood,1,NA,NA,20.22,2.7,70.45,46.25,129285,209.47,49.31,35.8,0
2015,OH,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,OK,Adair,1,NA,203.9,61.43,0.5,16.7,13,22259,38.81,49.98,30.14,0
2015,OK,Bryan,1,NA,NA,44.22,1.8,38.67,31.5,45021,49.78,48.93,32.5,0
2015,OK,Carter,2,NA,NA,47.09,7.1,43.92,52.25,48568,59.07,48.68,31.05,0
2015,OK,Cherokee,2,NA,216.84,62.11,1.5,39.95,29.75,48376,64.55,49.14,34.32,0
2015,OK,Choctaw,1,NA,NA,56.15,11,33.07,19,14984,19.45,48.08,27.21,0
2015,OK,Coal,2,NA,NA,45.78,0.8,0,11.5,5608,10.85,48.97,27.26,0
2015,OK,Creek,2,NA,115.57,38.38,2.4,46.06,75.25,70801,74.52,49.57,29.47,0
2015,OK,Grady,1,NA,142.94,31.06,2.5,36.11,52.75,54559,49.58,49.97,30.79,0
2015,OK,Grant,1,NA,NA,18.7,1.4,0,42,4500,4.5,50.24,25.6,0
2015,OK,Logan,1,NA,174.82,38.01,9.2,44.63,31.75,45346,60.96,49.57,30.82,0
2015,OK,Mayes,1,NA,NA,50.89,0.6,22.6,41.5,40889,62.39,49.81,29.18,0
2015,OK,Muskogee,1,NA,NA,61.29,11.1,58.88,64,69319,85.53,48.81,31.35,100
2015,OK,Oklahoma,8,15.57,5.75,60.53,15.8,NA,696.75,777373,1096.71,48.93,35.55,0
2015,OK,Pawnee,1,NA,NA,36.93,0.8,18.87,18.25,16439,28.94,49.82,27.56,0
2015,OK,Payne,2,NA,79.22,37.95,3.9,66.27,48,81363,118.83,51.32,44.72,100
2015,OK,Pottawatomie,1,NA,143.15,43.38,3.1,49.33,55.25,71479,90.75,47.77,31.94,0
2015,OK,Tulsa,2,15.55,36.31,55.29,10.8,95.22,599.75,640470,1123.14,48.8,34.44,100
2015,OK,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,OR,Clackamas,1,NA,268.45,29.18,1,81.92,205,399647,213.68,49.18,30.41,0
2015,OR,Jackson,2,12.5,NA,30.42,0.8,79.95,170.5,211403,75.95,48.75,29.28,0
2015,OR,Josephine,2,NA,95.78,22.14,0.5,55.04,100.25,84528,51.55,48.89,25.18,0
2015,OR,Lane,1,11.1,91.64,29.18,1.1,82.48,258,361946,79.49,49.26,34.09,0
2015,OR,Marion,2,11.4,NA,47.8,1.4,86.91,163,329060,278.31,49.83,32.98,0
2015,OR,Multnomah,3,12.6,39.04,46.32,5.7,98.66,374.75,790008,1831.69,49.54,40.98,0
2015,OR,Washington,3,13.17,79.27,49.35,2.1,NA,212.25,572664,790.72,49.34,36.47,0
2015,OR,Yamhill,1,NA,NA,36.16,1,77.4,54,101381,141.62,49.96,31.65,100
2015,PA,Adams,1,NA,NA,18.52,1.9,46.32,48.5,101808,196.29,49.36,28.45,0
2015,PA,Allegheny,3,28.4,0.16,34.22,13.3,97.51,819.75,1228827,1683.14,48.25,33,0
2015,PA,Berks,1,18.2,0,39.98,6.5,76.26,230.75,415138,484.69,49.14,30.5,0
2015,PA,Chester,1,NA,NA,33.1,6.4,86.72,159.25,515055,686.27,49.24,29.92,100
2015,PA,Dauphin,1,NA,NA,48.23,18.6,86.68,170,273085,520.11,48.47,31.82,100
2015,PA,Delaware,1,NA,NA,47.05,20.9,99.54,296,563225,3063.67,48.09,31.68,0
2015,PA,Lancaster,1,23.9,0.02,28.91,4.7,78.74,198,535811,567.71,48.96,30.77,0
2015,PA,Lebanon,1,NA,NA,26.43,3.1,73.44,64.25,137479,379.95,49.06,29.28,0
2015,PA,Lehigh,1,17.7,NA,47.12,8.2,92.07,191,359710,1042.12,48.78,31.82,0
2015,PA,Luzerne,1,NA,NA,25.24,4.6,80.02,203.75,318059,357.24,49.34,30.42,0
2015,PA,Monroe,1,NA,NA,48.21,14.8,61.65,97.5,166481,273.69,49.4,28.95,0
2015,PA,Philadelphia,2,40.9,NA,64.98,44.2,100,1517.5,1571065,11715.62,47.3,38.48,0
2015,PA,Somerset,1,NA,NA,9.46,2.7,29.2,53.25,75383,70.16,52.06,29.15,0
2015,PA,Wayne,1,NA,0,16.53,3.4,11.91,49.75,51823,71.42,53,27.25,0
2015,PA,York,1,8,0.17,26.56,6.3,75.28,260.25,441741,488.55,49.43,30.35,0
2015,SC,Aiken,1,NA,437.51,48.22,25.1,63,166,165688,154.7,48.41,30.29,0
2015,SC,Anderson,1,NA,674.53,36.45,16.5,62.07,214.75,193700,270.75,48.18,30.04,100
2015,SC,Berkeley,1,NA,316.22,52.03,25,71.05,146,203066,184.8,49.82,35.11,0
2015,SC,Charleston,3,26.57,NA,51.45,29,89.12,325.75,389310,424.97,48.41,36.85,33.33
2015,SC,Dorchester,1,NA,NA,50.67,26,80.52,120.5,152809,266.58,48.75,33.68,100
2015,SC,Florence,1,NA,407.3,53.96,42,61.48,93,138715,173.4,46.73,32,0
2015,SC,Greenville,2,30.3,430.97,47.44,18.5,87.39,340.75,490900,625.25,48.54,33.37,0
2015,SC,Horry,1,NA,0.37,38.1,13.7,69.62,273.25,308987,272.5,48.31,29.44,0
2015,SC,Lancaster,1,NA,NA,45.07,23.2,50.05,76.25,86261,157.08,48.7,30.91,0
2015,SC,Lexington,3,NA,371.61,39.42,15.1,74.72,216.5,281675,403.02,48.77,32.42,0
2015,SC,Oconee,1,NA,NA,26.54,7.8,35.08,68.25,75863,121.12,49.3,27.72,0
2015,SC,Spartanburg,3,NA,350.53,47.14,20.9,72.57,236.75,296558,367.06,48.48,31.92,0
2015,SD,Davison,1,NA,NA,14.47,1,76.68,8,19916,45.73,50.04,31.27,0
2015,SD,Lawrence,1,NA,NA,17.32,1.3,63.12,18.5,24827,31.03,49.88,30.56,0
2015,SD,Pennington,1,16.7,91.89,33.99,1.7,79.2,76.25,108088,38.93,50.3,31.8,0
2015,TN,Carroll,1,NA,NA,26.69,10.7,16.94,25.25,27982,46.7,48.59,28.44,0
2015,TN,Davidson,3,NA,NA,58.36,28.1,96.59,527.75,679793,1348.72,48.2,40.64,0
2015,TN,Dickson,1,NA,NA,18.32,4.3,32.25,50,51334,104.78,49.03,31.17,0
2015,TN,Gibson,2,NA,NA,36.44,18.5,52.29,43.5,49329,81.84,48.01,29.89,0
2015,TN,Hamblen,1,NA,199.45,30.64,4.5,78.13,44,63353,393.06,48.84,30.27,0
2015,TN,Hamilton,3,24.7,102.5,44.32,19.9,89.98,277.5,353690,652.05,48.22,33.11,0
2015,TN,Knox,2,21.4,196.81,29.56,9.1,89.08,312.5,451297,888,48.62,35.02,0
2015,TN,Lewis,1,NA,NA,12.1,2.1,29.81,19.25,11875,42.1,48.78,27.95,0
2015,TN,Maury,1,NA,136.39,34.17,12.3,58.41,60.5,87425,142.59,48.19,32.06,0
2015,TN,Shelby,4,25.4,68.74,57.24,53.1,97.24,1081.75,937067,1227.86,47.6,34.37,0
2015,TN,Sumner,1,18.7,72.27,25.17,6.9,72.12,128.25,175326,331.15,48.96,31.3,100
2015,TX,Anderson,1,NA,NA,56.25,21.5,32.94,40.5,57639,54.24,61.19,38,0
2015,TX,Atascosa,1,NA,236.04,48.31,1.2,39.29,38.75,48363,39.66,49.79,31.64,0
2015,TX,Bexar,6,15,66.18,55.56,8.2,95.46,1061,1894834,1528.31,49.31,36.83,0
2015,TX,Brazoria,3,13.7,71.54,63.78,13.3,77.47,182.75,345227,254.27,50.66,34.59,33.33
2015,TX,Cameron,1,NA,53.55,20.64,0.8,91.58,88,419450,470.81,48.47,32.15,0
2015,TX,Chambers,1,NA,NA,47.41,8.3,54.28,35.75,39028,65.36,50.47,33.16,0
2015,TX,Collin,1,11.65,9.3,57.84,9.4,94.76,346,915243,1087.98,49.11,34.77,0
2015,TX,Dallas,11,15.66,2.65,69.04,23.1,99.31,1440.5,2557830,2935.72,49.27,37.36,0
2015,TX,Denton,2,12.8,14,55.88,9.4,93.09,267.25,779584,887.47,49.18,37.3,0
2015,TX,Ector,2,11.7,265.75,54,4.8,90.54,97,159903,178.13,50.74,37.23,0
2015,TX,El Paso,3,14.7,25.85,32.2,4,97.83,295.75,831898,821.47,48.97,35.74,33.33
2015,TX,Ellis,1,NA,69.98,51.81,9.4,68.02,91.5,163292,174.55,49.32,32.16,0
2015,TX,Fort Bend,2,14.9,136.28,73.64,21.2,94.46,290.75,715331,830.35,49.16,33.78,0
2015,TX,Gregg,2,20.4,82.19,57.24,20.3,86.64,124.5,123800,452.98,48.92,32.89,0
2015,TX,Harris,14,20.17,232.93,68.21,19.5,98.79,2832.5,4557846,2675.61,49.76,37.79,0
2015,TX,Hidalgo,2,17.1,118.41,16.63,0.8,94.86,206.75,839667,534.52,48.83,34.08,0
2015,TX,Hockley,1,NA,NA,54.74,4.1,60.15,14.25,23310,25.66,49.72,32.56,0
2015,TX,Hudspeth,1,NA,NA,35.37,1.6,0,58.5,3541,0.77,51.68,31.63,0
2015,TX,Kendall,1,NA,NA,38.69,1,41.84,28.75,39938,60.29,48.81,26.52,0
2015,TX,Kerr,1,NA,NA,43.57,2.1,58.9,51.25,50880,46.12,48.35,24.89,0
2015,TX,Lamar,1,NA,89.9,40.87,13.5,52.92,36.25,49373,54.42,48.18,29.09,0
2015,TX,Leon,1,NA,NA,38.62,7.5,0,15,17028,15.87,49.91,25.3,0
2015,TX,Lynn,1,NA,NA,53.38,2.5,43.28,58.5,5746,6.44,51.2,27.69,0
2015,TX,McLennan,2,18,38.95,58.12,15,76.65,120.75,245444,236.66,48.82,34.6,0
2015,TX,Midland,1,12.5,86.44,57.59,6.8,87.71,103,162328,180.3,50.29,37.33,100
2015,TX,Montague,2,NA,NA,23.88,0.6,41.06,20.5,19252,20.68,49.16,26.33,0
2015,TX,Nueces,1,13.7,16.89,51.44,4.4,93.55,216,360504,429.95,49.42,34.54,0
2015,TX,Parker,3,NA,133.21,27.77,2,43.92,90.25,125640,139.06,49.74,29.3,0
2015,TX,Polk,1,NA,NA,45.54,11.4,22.36,41.25,46613,44.1,53.71,29.68,0
2015,TX,Potter,1,17.2,39.06,62.91,10.8,91,97.5,121272,133.51,51.63,35.11,0
2015,TX,Randall,1,NA,49.07,39.65,3,85.62,75.75,130368,143.02,49.07,34.42,100
2015,TX,Starr,1,NA,NA,8.26,0.4,76.29,28,63484,51.9,48.61,33.18,0
2015,TX,Tarrant,10,16.08,9.32,64.45,15.9,98.71,1038,1984880,2298.35,48.96,35.4,0
2015,TX,Travis,6,18.6,65.68,62.32,8.9,94.54,456,1179805,1191.48,50.42,42.81,0
2015,TX,Val Verde,1,NA,NA,32.67,1.8,89.84,13.5,48891,15.55,50.95,34.46,0
2015,TX,Van Zandt,1,NA,NA,27.13,3,24.98,45.5,53430,63.41,49.01,26.97,0
2015,TX,Victoria,1,16.4,NA,57.53,6.8,73.37,61,92136,104.45,49.07,32.73,0
2015,TX,Waller,1,NA,NA,65.58,25.8,38.36,36,48641,94.74,49.63,34.95,0
2015,TX,Webb,2,17.9,19.92,9.03,0.7,97.4,58.75,269865,80.28,48.88,34.72,50
2015,TX,Winkler,1,NA,NA,51.67,2.9,81.87,45.25,8027,9.54,51.63,32.7,0
2015,TX,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,UT,Cache,1,NA,41.57,26.95,0.8,84.31,43.75,119697,102.76,50.05,39.94,0
2015,UT,Davis,1,10.5,15.16,26.68,1.4,99.08,142.75,334597,1119.88,50.34,35.13,0
2015,UT,Duchesne,1,NA,NA,26.03,0.6,31.79,20.75,20748,6.4,50.96,33.07,0
2015,UT,Iron,1,NA,NA,24.24,0.6,77.45,33.5,48113,14.59,50.01,36.13,0
2015,UT,Salt Lake,4,15.95,NA,43.04,1.9,99.1,668.5,1102273,1484.98,50.21,37.99,0
2015,UT,Utah,2,8.5,13.67,28.8,0.7,NA,245.25,572667,285.84,50.48,39.28,0
2015,VA,Arlington,1,NA,NA,55.24,8.9,100,33.75,228548,8800.46,49.98,49.03,0
2015,VA,Campbell,1,NA,NA,32.56,14.4,38.89,40.75,55356,109.86,48.5,30.62,0
2015,VA,Frederick,1,NA,NA,26.47,4.6,55.23,47.75,83493,201.92,49.79,30.5,0
2015,VA,Grayson,1,NA,238.26,11.88,2.2,0.12,13.25,15959,36.09,51.43,27.91,0
2015,VA,Greensville,1,NA,NA,50.69,59.2,12.99,33.75,11786,39.92,63.08,38.49,0
2015,VA,King George,1,NA,NA,41.65,17.3,26.81,20.25,25414,141.47,50.27,32.02,0
2015,VA,no county (http://www.ask.com/geography/county-newport-news-va-b09f1918d6a5a4eb),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,VA,Norfolk,1,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,0
2015,VA,Portsmouth City,1,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,100
2015,VA,Powhatan,1,NA,NA,28.89,12.9,0.32,16.25,28056,107.82,52.23,28.35,0
2015,VA,Pulaski,1,NA,371.95,16.5,5.3,53.1,22.75,34351,107.39,49.93,28.53,0
2015,VA,Richmond City,1,NA,NA,NA,NA,NA,218,NA,NA,NA,NA,100
2015,VA,Rockingham,1,NA,NA,18.04,2,40.67,43,78445,92.39,49.13,29.22,0
2015,VA,Suffolk City,1,NA,NA,NA,NA,NA,47.75,NA,NA,NA,NA,0
2015,VA,Virginia Beach City,2,NA,NA,NA,NA,NA,229,NA,NA,NA,NA,0
2015,VA,York,1,NA,NA,44.24,13.3,93.9,28.5,67802,647.09,49.33,30.75,0
2015,VA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,VT,Chittenden,1,NA,0.25,17.86,2.3,74.01,54,161293,300.59,49.01,36.51,0
2015,WA,Benton,1,11.55,53.72,42.69,1.6,89.43,110,190218,111.87,49.99,31.9,0
2015,WA,Cowlitz,1,NA,90.28,26.9,0.8,71.35,60.5,102999,90.34,49.49,28.98,0
2015,WA,Franklin,1,9.8,NA,55.25,2.6,86.67,39.5,88727,71.43,51.68,36.12,0
2015,WA,King,2,11.86,44.04,55.98,6.6,96.79,776,2126178,1005.01,49.98,38.51,0
2015,WA,Mason,2,NA,NA,31.64,1.3,36.3,57.25,60991,63.57,51.59,27.39,0
2015,WA,Mohave,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2015,WA,Pierce,3,16.25,227.92,49.97,7.3,93.41,470.25,843778,505.4,49.81,35.22,0
2015,WA,Snohomish,1,13.1,155.18,44.82,3,89.18,325.5,769698,368.76,50.11,34.4,0
2015,WA,Spokane,1,14.5,141.49,25.53,1.9,86.33,300,488610,277.02,49.58,33.75,0
2015,WA,Stevens,1,NA,NA,23.42,0.5,20.79,43.25,43553,17.58,49.79,23.69,0
2015,WA,Thurston,1,NA,181.33,39.19,3.3,79.01,148.5,267978,371.18,48.9,33.5,0
2015,WA,Whatcom,1,13.3,121.54,34.2,1.2,74.13,95.5,211836,100.55,49.59,35.55,0
2015,WI,Brown,2,17.9,71.4,30.71,2.5,85.51,103.25,257856,486.79,49.61,32.91,0
2015,WI,Dane,1,19.1,30.28,33.21,5.4,87.67,169.75,523000,436.84,49.69,39.01,0
2015,WI,Fond du Lac,1,NA,NA,16.72,1.5,64.87,46,101955,141.69,49.17,29.93,0
2015,WI,Green,1,NA,NA,9.84,0.6,39.78,13.75,36931,63.24,49.64,28.12,0
2015,WI,Kenosha,2,20.3,NA,38.28,7.2,89.28,66.25,167910,617.34,49.46,32.26,0
2015,WI,Milwaukee,3,26.6,3.65,61.96,27.1,99.81,757.5,958421,3970.26,48.35,36.19,0
2015,WI,Winnebago,1,14.8,24.65,19.08,1.9,86.57,70.5,169246,389.53,50.35,34.07,0
2015,WV,Brooke,1,NA,NA,7.61,1.4,57.87,22,23190,259.95,48.93,27.94,0
2015,WV,Fayette,2,NA,112.61,13.83,4.6,42.13,36.75,44707,67.58,50.39,29.24,0
2015,WV,Kanawha,1,32.5,206.83,21.74,7.6,74.81,189,188282,208.83,48.25,30.3,0
2015,WV,Lewis,1,NA,NA,6.08,0.6,31.01,13,16440,42.71,49.58,29.4,0
2015,WV,Mercer,1,NA,149.97,17.48,6.3,59.27,74.75,61133,145.91,47.88,29.69,0
2015,WV,Mineral,1,NA,NA,11.14,3.1,35.41,18.25,27417,83.63,49.84,28.19,100
2015,WV,Monongalia,2,NA,66.36,19.94,3.9,73.14,60,104681,290.73,51.67,45.69,0
2015,WV,Raleigh,1,NA,NA,22.36,8.2,60.74,76.75,77363,127.8,50.09,31.33,0
2015,WY,Albany,1,NA,32.79,29.23,2,88.06,21,37960,8.88,52.47,48.4,0
2015,WY,Campbell,1,NA,NA,22.34,1.1,70.93,33,49258,10.26,52.04,36.62,0
2015,WY,Carbon,1,NA,NA,35.77,1.6,58.37,19.75,15613,1.98,54.01,32.74,0
2015,WY,Converse,1,NA,NA,20.52,1.2,44.64,13.5,14297,3.36,50.93,30.61,0
2015,WY,Laramie,1,16.2,116.08,35.69,3.6,80.22,78.25,96969,36.1,50.57,33.8,0
2015,WY,Natrona,1,15.6,70.73,23.91,1.9,85.55,77.5,82137,15.38,50.61,34.68,0
2016,AK,Anchorage,3,NA,NA,NA,NA,95.88,296,297249,174.37,51,38.41,0
2016,AK,Fairbanks North Star,1,NA,NA,NA,NA,69.13,110.5,100633,13.71,54.23,42.18,0
2016,AK,Matanuska Susitna,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2016,AK,North Slope,1,NA,NA,NA,NA,40.67,13,9694,0.11,62.45,35.09,0
2016,AL,Barbour,1,NA,120.9,55.66,47.6,32.21,20,25806,29.16,52.8,32.69,0
2016,AL,Blount,1,NA,438.65,22.11,1.8,10.05,55.25,57494,89.17,49.2,29.83,0
2016,AL,Calhoun,1,NA,59.49,42.04,20.9,66.3,136,114973,189.77,48.08,31.67,0
2016,AL,Chilton,1,NA,338.76,33.2,10.3,13.26,34.5,43866,63.31,49.1,31.04,0
2016,AL,Colbert,1,NA,NA,35.12,16.4,56.11,45.5,54497,91.96,48.12,29.59,0
2016,AL,Dallas,1,NA,251.5,43.42,69.6,54.36,73.75,40080,40.95,46.18,29.37,0
2016,AL,Etowah,3,NA,119.59,35.81,15.5,62.52,81.75,102855,192.26,48.36,30.34,0
2016,AL,Jefferson,3,19.3,101.99,55.49,42.8,90.17,803.5,660343,594.22,47.37,33.53,0
2016,AL,Lauderdale,1,NA,68.16,26.62,10.2,50.7,58.75,92425,138.42,47.83,31.11,0
2016,AL,Lee,2,NA,218.51,47.56,23.5,72.59,123.5,159168,261.99,49.3,40.5,0
2016,AL,Macon,1,NA,NA,30.94,81.5,44.45,34.5,19060,31.3,45.7,32.68,100
2016,AL,Madison,3,21.4,145.66,50.49,24.5,83.56,280.75,356729,445.03,48.83,32.76,0
2016,AL,Mobile,2,19.8,110.86,53.53,35.3,79.98,466,414945,337.51,47.74,32.55,0
2016,AL,Montgomery,1,25.2,41.99,54.5,56.3,89.51,294.25,227170,289.67,47.29,34.55,100
2016,AL,Russell,1,21.8,150.55,56.5,42.3,64.59,64,58185,90.75,48.39,34.35,0
2016,AL,Shelby,1,18.9,94.38,36.09,11.8,77.06,133.25,211282,269.17,48.38,32.1,0
