Year,State,County,Count,officer_10k,crime_10k,pop_diversity,black_pop_perc,urbanization_index,firearm_fatalities_100k,population,pop_density,male_perc,age_20_45_perc,Official_action_taken
2017,NJ,Middlesex,1,NA,0,67.89,11,99.33,118,827363,2678.33,49.3,33.78,0
2017,NJ,Ocean,2,NA,0.13,26.46,3.5,97.1,112,595424,946.95,48.25,26.29,0
2017,NJ,Passaic,2,21.5,0,63.22,14.7,97.59,124,504402,2732.55,48.68,33.01,0
2017,NJ,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,NM,Bernalillo,6,NA,104.87,59.1,3.4,95.8,527,678203,584.24,49.04,34.38,0
2017,NM,Chaves,1,NA,65.77,53.17,2.6,75.75,82,65080,10.73,49.62,31.07,0
2017,NM,Do<f1>a Ana,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,NM,Dona Ana,2,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,0
2017,NM,Lincoln,1,NA,109.92,48.83,0.9,46.82,25,19468,4.03,48.81,22.83,0
2017,NM,San Juan,2,NA,223.61,64.5,0.8,66.34,109,126917,23.02,49.57,32.34,0
2017,NM,Santa Fe,2,19.6,75.99,54.73,1.1,74.84,107,149491,78.29,48.49,27.81,0
2017,NM,Taos,1,NA,101.86,54.79,0.8,41.55,39,32790,14.88,49.07,25.61,0
2017,NM,Yamhill,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,NM,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,NV,Clark,7,11.64,NA,67.31,11.5,98.69,1329,2181635,276.46,49.91,34.82,0
2017,NV,Nye,1,NA,390.2,37.41,2.6,64.73,48,43977,2.42,51.25,22.74,0
2017,NV,Washoe,5,11.93,40.62,52.17,2.6,95.73,317,456629,72.45,50.32,33.69,0
2017,NV,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,NY,Bronx,4,NA,NA,49.96,43.3,100,387,1440625,34219.12,47.16,36.12,0
2017,NY,Chemung,2,NA,63.02,24.02,6.8,75.82,20,84736,208.02,49.65,29.85,0
2017,NY,Erie,1,NA,15.17,38.57,13.9,90.6,346,919034,881.41,48.39,31.84,0
2017,NY,Kings,5,NA,NA,69.23,35.4,100,622,2594676,36637.62,47.4,38.48,0
2017,NY,Ontario,1,NA,144.61,17.09,2.6,52.53,33,109538,170.07,48.96,28.22,0
2017,NY,Queens,1,NA,NA,74.22,20.9,100,306,2295808,21153.67,48.5,35.89,0
2017,NY,Schenectady,1,22.4,2.07,40.14,11.1,91.84,50,154710,756.45,48.77,31.75,0
2017,NY,Westchester,1,27.92,NA,60.59,15.9,96.73,129,969689,2252.47,48.43,30.3,0
2017,OH,Allen,1,NA,133.96,31.42,12.3,74.11,50,103093,256.13,50.54,30.68,0
2017,OH,Ashtabula,2,NA,127.37,18.14,3.8,53.63,64,97748,139.26,50.39,28.35,0
2017,OH,Butler,2,15.3,53.94,29.83,8,90.66,156,380607,814.9,49,32.44,0
2017,OH,Cuyahoga,4,19.34,NA,53.76,30.2,99.42,830,1247581,2728.8,47.69,31.74,0
2017,OH,Franklin,6,16.28,NA,50.55,22,98.65,790,1295510,2434.3,48.81,38.54,0
2017,OH,Hamilton,1,35.2,66.15,48.17,26,97.77,585,814170,2005.79,48.31,33.41,0
2017,OH,Jefferson,1,NA,6.03,17.02,5.5,61.02,62,66318,162.41,48.51,28.04,0
2017,OH,Lake,1,17.3,NA,19.03,3.8,93.47,97,230159,1011.73,48.83,28.82,0
2017,OH,Lucas,1,22.5,50.25,46.39,19.5,95.34,248,431039,1264.56,48.4,32.11,0
2017,OH,Montgomery,6,16.32,57.37,43.16,21,95.67,375,531467,1151.48,48.12,31.46,0
2017,OH,Perry,1,NA,46.98,5.5,0.4,24.76,23,35972,88.17,50.06,29.48,0
2017,OH,Portage,1,NA,NA,17.63,4.5,67.19,57,162473,333.36,49,33.61,0
2017,OH,Seneca,1,NA,NA,17.41,2.6,52.49,22,55267,100.3,49.97,30.05,0
2017,OH,Stark,2,NA,103.25,23.08,7.8,86.47,222,372003,646.66,48.62,29.21,0
2017,OH,Summit,2,18.61,43.12,35.6,14.7,96.12,299,541514,1311.97,48.5,31.03,0
2017,OH,Trumbull,2,NA,34.25,22.3,8.5,72.73,131,200281,323.92,48.75,28.06,0
2017,OK,Adair,1,NA,203.9,61.43,0.5,16.7,10,22119,38.57,49.98,29.87,0
2017,OK,Caddo,1,NA,112.41,57.75,3,20.03,23,29356,22.97,52.59,31.38,0
2017,OK,McClain,1,NA,142.22,35.02,0.9,22.83,24,39306,68.87,49.45,30.91,0
2017,OK,McCurtain,2,NA,132.6,54.72,8.7,30.75,39,33031,17.85,49.16,29.26,0
2017,OK,Oklahoma,7,15.51,5.6,60.53,15.8,NA,678,786068,1108.98,48.96,35.18,14.29
2017,OK,Osage,1,NA,180.16,54.8,11.5,40.53,45,47346,21.08,50.05,28.27,0
2017,OK,Ottawa,1,NA,128.79,51.23,1.1,50.69,25,31368,66.62,49.15,29.36,0
2017,OK,Pittsburg,1,NA,215.84,47.29,3.7,48.08,42,44154,33.82,51.02,30.7,0
2017,OK,Seminole,1,NA,239.48,52.14,4.6,35.33,26,24845,39.26,48.97,28.67,0
2017,OK,Sequoyah,2,NA,231.18,52.77,1.9,33.38,27,41742,62,49.35,29.42,0
2017,OK,Tulsa,4,14.5,37.75,55.29,10.8,95.22,566,646437,1133.6,48.81,34.07,0
2017,OK,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,OR,Clackamus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,OR,Josephine,1,14.2,NA,22.14,0.5,55.04,90,86584,52.81,48.81,25.55,0
2017,OR,Lane,3,11.1,91.64,29.18,1.1,82.48,243,375264,82.42,49.26,34.5,0
2017,OR,Multnomah,1,12.56,40.91,46.32,5.7,98.66,352,807885,1873.14,49.53,41.2,0
2017,OR,Polk,1,NA,81.59,34.72,0.8,80.07,28,83711,113,48.86,32.8,0
2017,OR,Washington,2,13.36,86.74,49.35,2.1,NA,208,591336,816.5,49.5,36.73,0
2017,OR,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,PA,Allegheny,1,16.2,0.05,34.22,13.3,97.51,790,1220141,1671.24,48.29,33.05,0
2017,PA,Berks,1,18.2,0,39.98,6.5,76.26,232,417511,487.46,49.2,30.35,0
2017,PA,Dauphin,1,27.1,NA,48.23,18.6,86.68,164,275714,525.12,48.5,31.7,0
2017,PA,Fayette,2,NA,NA,14.18,4.7,52.1,88,131309,166.14,49.54,28.77,0
2017,PA,Lackawanna,1,NA,NA,21.7,3.1,83.69,100,210451,458.42,48.46,29.81,0
2017,PA,Lancaster,1,23.9,0,28.91,4.7,78.74,178,541332,573.56,48.97,30.72,0
2017,PA,Lawrence,1,NA,0,13.85,4.1,59.68,60,86546,241.63,48.34,27.34,0
2017,PA,Lehigh,1,17.7,NA,47.12,8.2,92.07,184,365577,1059.12,48.91,31.95,0
2017,PA,Luzerne,1,NA,NA,25.24,4.6,80.02,216,317808,356.96,49.43,30.22,0
2017,PA,Mercer,1,NA,0.18,17.17,5.8,55.51,63,111473,165.74,49.4,27.72,0
2017,PA,Mifflin,1,NA,NA,6.65,0.7,49.53,20,46290,112.62,48.73,26.95,0
2017,PA,Northampton,1,NA,0,35.58,6.1,87.23,122,302801,819.11,49.22,30.21,0
2017,PA,Philadelphia,2,40.3,NA,64.98,44.2,100,1547,1580601,11786.73,47.32,38.53,0
2017,PA,Warren,1,NA,0,5.5,0.5,44.96,23,39679,44.88,50.15,25.66,0
2017,PA,Washington,1,NA,0.39,13.36,3.2,NA,123,207075,241.63,49.12,28.45,0
2017,PA,York,1,8,0.13,26.56,6.3,75.28,247,445484,492.69,49.42,30.13,0
2017,PA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,RI,Providence,1,19.1,NA,51.99,11.1,94.49,145,634130,1548.55,48.63,34.93,0
2017,SC,Anderson,1,33.1,606.35,36.45,16.5,62.07,203,198186,277.02,48.19,29.84,0
2017,SC,Charleston,1,26.48,NA,51.45,29,89.12,301,402008,438.83,48.47,36.31,0
2017,SC,Dillon,1,NA,561.39,56.02,46.5,30.49,30,30496,75.32,47.37,30.09,0
2017,SC,Greenville,3,25.24,406.72,47.44,18.5,87.39,321,506831,645.55,48.53,33.1,0
2017,SC,Horry,2,NA,0.3,38.1,13.7,69.62,245,332655,293.37,48.25,28.21,0
2017,SC,Jasper,1,NA,NA,61.6,45.5,33.33,38,28522,43.52,50.71,31.68,0
2017,SC,Lexington,1,NA,NA,39.42,15.1,74.72,200,290338,415.42,48.71,31.99,0
2017,SC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,SD,Oglala Lakota,1,NA,NA,NA,NA,NA,0,14384,NA,49.14,33.74,0
2017,SD,Pennington,2,15.77,92.03,33.99,1.7,79.2,69,110503,39.8,50.36,31.35,0
2017,TN,Anderson,1,NA,188.68,18.53,4.2,65.34,50,76056,225.58,48.7,29.06,0
2017,TN,Cocke,1,NA,402.5,12.09,2,32.47,27,35528,81.75,48.46,27.3,0
2017,TN,Crockett,1,NA,189.11,39.93,13.5,32.62,11,14436,54.36,47.69,28.95,0
2017,TN,Davidson,2,NA,NA,58.36,28.1,96.59,462,687159,1363.33,48.21,40.83,0
2017,TN,Fayette,1,NA,NA,45.82,27.8,20.96,29,40150,56.97,49.45,27.26,0
2017,TN,Franklin,1,NA,164.81,19.87,5.2,30.38,30,41623,75.06,48.78,29.63,0
2017,TN,Hamilton,3,24.62,104.7,44.32,19.9,89.98,264,361032,665.58,48.25,33,0
2017,TN,Henderson,1,NA,268.93,22.22,7.8,23.62,20,27851,53.55,48.81,29.69,0
2017,TN,Hickman,1,NA,426.35,16.7,4.9,0,18,24839,40.55,52.68,31.43,0
2017,TN,Knox,2,21.4,205.39,29.56,9.1,89.08,295,461565,908.2,48.6,35,0
2017,TN,Marshall,1,NA,75.71,24.97,6.8,34.18,25,33020,87.95,49,30.83,0
2017,TN,Maury,1,NA,136.39,34.17,12.3,58.41,60,92237,150.43,48.3,32.31,0
2017,TN,Overton,1,NA,148.2,6.84,0.6,15.78,22,21998,50.75,49.47,28.36,0
2017,TN,Scott,1,NA,166.64,4.73,0.3,19.44,22,21964,41.26,49.21,30.44,0
2017,TN,Shelby,1,24.59,69.8,57.24,53.1,97.24,980,935251,1225.48,47.48,34.04,0
2017,TN,Washington,1,22.3,171.63,19.21,4.3,NA,78,127603,390.86,48.82,33.28,0
2017,TN,Weakley,1,NA,105.63,23.23,8,32.99,34,33325,57.42,48.95,33.11,0
2017,TN,Williamson,2,NA,39.24,25.64,4.6,80.61,84,226048,388,48.98,28.93,0
2017,TN,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,TX,Angelina,1,NA,162.84,54.77,15.6,56.92,64,87572,109.77,48.78,31.09,0
2017,TX,Bell,1,18.6,49.57,65.38,22.4,84.81,252,347377,330.51,49.81,38.39,0
2017,TX,Bexar,4,14.65,67.75,55.56,8.2,95.46,935,1956988,1578.45,49.39,36.87,0
2017,TX,Brazoria,2,14.88,69.95,63.78,13.3,77.47,176,361853,266.52,50.65,34.57,0
2017,TX,Cameron,1,NA,53.55,20.64,0.8,91.58,88,422227,473.92,48.61,31.94,0
2017,TX,Carson,1,NA,113.24,23.36,0.8,4.8,0,6005,6.53,49.91,28.34,0
2017,TX,Collin,3,11.63,9.56,57.84,9.4,94.76,317,971864,1155.29,49.23,34.32,0
2017,TX,Dallas,6,15.21,2.53,69.04,23.1,99.31,1349,2620154,3007.25,49.32,37.25,16.67
2017,TX,Denton,1,12.8,14.94,55.88,9.4,93.09,238,835364,950.97,49.2,36.86,0
2017,TX,Eastland,1,NA,NA,33.42,2.3,39.65,15,18294,19.75,49.77,27.12,0
2017,TX,El Paso,1,12.7,24.07,32.2,4,97.83,270,837401,826.91,49.23,35.8,0
2017,TX,Ellis,1,NA,76.93,51.81,9.4,68.02,84,173405,185.36,49.35,32.2,0
2017,TX,Fannin,1,NA,125.62,34.91,7,29.47,35,34550,38.78,53.19,31.02,0
2017,TX,Foard,1,NA,0,38.95,4.9,0,0,1202,1.71,47.59,22.8,0
2017,TX,Fort Bend,1,15.88,126.43,73.64,21.2,94.46,231,767712,891.15,49.11,33.3,0
2017,TX,Galveston,1,16.7,62.34,58.46,13.7,93.85,182,334633,884.43,49.26,32.45,0
2017,TX,Guadalupe,1,14.73,72.1,58.04,7.7,73.84,66,159639,224.43,49.51,33.08,0
2017,TX,Harris,11,19.83,223.38,68.21,19.5,98.79,2646,4657972,2734.39,49.69,37.28,0
2017,TX,Hidalgo,2,16.59,103.93,16.63,0.8,94.86,200,856249,545.08,48.96,33.84,0
2017,TX,Hutchinson,1,NA,94.64,43.29,2.8,77.44,15,21343,24.05,50.19,30.73,0
2017,TX,Kaufman,1,NA,127.95,49.03,10.7,51.18,72,122628,157.07,49.23,33.07,0
2017,TX,Lavaca,1,NA,79.89,40.93,7.2,18.68,13,20028,20.65,48.87,25.56,0
2017,TX,McLennan,1,18,NA,58.12,15,76.65,111,251631,242.63,48.78,34.8,0
2017,TX,Montgomery,2,16.6,NA,46.71,4.7,77.27,317,571615,548.71,49.54,32.2,0
2017,TX,Pecos,1,NA,99.78,46.93,4.3,60.22,0,15634,3.28,56.61,36.27,0
2017,TX,Potter,2,17.2,39.06,62.91,10.8,91,85,120340,132.48,51.59,35.05,0
2017,TX,Rockwall,1,NA,21.79,43.73,6.1,83.96,41,96824,762.15,49.41,31.35,0
2017,TX,Tarrant,4,15.71,9.71,64.45,15.9,98.71,942,2056451,2381.23,48.93,35.28,0
2017,TX,Travis,3,17.13,65.52,62.32,8.9,94.54,430,1227585,1239.73,50.51,42.65,0
2017,TX,Upshur,1,NA,205.02,32.87,8.7,20.7,41,41069,70.45,49.59,28.48,0
2017,TX,Webb,1,18.05,17.17,9.03,0.7,97.4,56,273691,81.42,49.05,34.28,0
2017,TX,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,UT,Salt Lake,2,15.89,NA,43.04,1.9,99.1,632,1136719,1531.39,50.19,38.07,0
2017,UT,Tooele,1,NA,NA,28.45,0.8,82.3,38,67486,9.72,50.63,34.59,0
2017,UT,Weber,2,14.9,85.34,36.94,1.6,94.2,157,251576,436.7,50.31,36,0
2017,UT,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,VA,Alexandria City,1,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,0
2017,VA,Caroline,1,NA,196.18,50.97,28.4,21.6,23,30432,57.69,49.36,31.25,0
2017,VA,Charlottesville City,1,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,0
2017,VA,Chesterfield,2,NA,NA,53.12,23.2,94.07,190,343276,810.95,48.22,31.35,0
2017,VA,Culpeper,1,NA,77.29,45.17,15.8,38.08,39,51235,135.1,50,30.15,0
2017,VA,Fairfax,2,NA,NA,64.97,9.9,99.31,244,1148728,93514.59,49.57,33.81,0
2017,VA,Giles,1,NA,125.34,8.74,1.6,33.72,10,16754,47.09,49.33,27.22,0
2017,VA,Grayson,1,NA,238.26,11.88,2.2,0.12,14,15697,35.5,51.56,26.92,0
2017,VA,Hampton City,1,NA,NA,NA,NA,NA,106,NA,NA,NA,NA,0
2017,VA,Henry,1,NA,563.63,44.73,22,39.28,58,51346,134.3,48.15,25.44,0
2017,VA,Lynchburg City,1,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,0
2017,VA,Newport News City,1,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,0
2017,VA,Norfolk City,2,NA,NA,NA,NA,NA,198,NA,NA,NA,NA,0
2017,VA,Prince William,1,NA,NA,68.13,21.4,95.83,104,463069,1376.54,50.01,35.29,0
2017,VA,Pulaski,1,NA,371.95,16.5,5.3,53.1,21,34225,107,50.1,27.8,0
2017,VA,Richmond City,1,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,0
2017,VA,Roanoke City,1,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,0
2017,VA,Rockbridge,1,NA,226.31,12.64,2.7,8.36,15,22668,37.93,49.52,25.32,0
2017,VA,Washington,1,NA,260.62,8.17,1.5,NA,45,54179,96.58,49.26,27.53,0
2017,VA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,VT,Rutland,1,NA,7.8,7.79,0.6,38.99,32,59006,63.46,49.35,27.01,0
2017,WA,Benton,2,11.55,53.43,42.69,1.6,89.43,108,198200,116.56,50.14,32.19,0
2017,WA,Chelan,1,NA,145.09,44.95,0.9,72.78,49,76298,26.12,50.08,29.82,0
2017,WA,Clark,2,11,99.54,34.08,2.1,86.23,193,474381,754.18,49.43,32.25,0
2017,WA,Cowlitz,1,NA,94.19,26.9,0.8,71.35,47,106805,93.68,49.54,29.27,0
2017,WA,Island,1,NA,NA,33.11,2.7,53.1,42,83250,399.38,49.78,31.12,0
2017,WA,King,9,11.41,NA,55.98,6.6,96.79,736,2203836,1041.72,50.14,39.01,0
2017,WA,Kitsap,2,NA,266.44,37.94,3,83.26,120,266289,674.25,51.17,33.77,0
2017,WA,Pierce,5,15.62,223.94,49.97,7.3,93.41,437,879654,526.89,49.89,35.51,0
2017,WA,Snohomish,2,13.31,164.62,44.82,3,89.18,304,802089,384.28,50.14,34.6,0
2017,WA,Spokane,4,14.4,138.42,25.53,1.9,86.33,278,505623,286.67,49.58,33.82,0
2017,WA,Thurston,2,11.85,174.62,39.19,3.3,79.01,145,280269,388.21,48.91,33.67,0
2017,WA,Whatcom,1,13.3,121.54,34.2,1.2,74.13,88,221410,105.09,49.52,35.86,0
2017,WA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,WI,Ashland,1,NA,60.64,28.88,0.5,45.14,19,15501,14.83,50.19,28.07,0
2017,WI,Brown,1,17.9,71.4,30.71,2.5,85.51,90,261762,494.16,49.56,32.72,0
2017,WI,Columbia,1,NA,86.3,11.9,1.4,39.33,34,57244,74.78,51.12,29.36,0
2017,WI,Eau Claire,2,14.5,NA,16.25,1,77,41,103582,162.36,49.36,37.05,0
2017,WI,Forest,1,NA,273.16,32.39,1,0,0,8969,8.84,50.71,25.4,0
2017,WI,Grant,1,NA,71.91,8.18,1.2,35.51,24,51728,45.1,51.88,32.52,0
2017,WI,Jackson,2,NA,194.29,24.03,2.1,27.76,14,20485,20.74,53.26,28.78,0
2017,WI,Jefferson,1,NA,52.52,17.95,1,65.95,27,84733,152.27,50.02,30.2,0
2017,WI,La Crosse,1,NA,29.99,17.46,1.5,83.17,51,118033,261.31,48.76,35.48,0
2017,WI,Lincoln,1,NA,89.37,7.8,0.9,45.95,10,27751,31.57,50.59,25.85,0
2017,WI,Marathon,2,18.4,43.26,19.32,0.8,57.01,47,135452,87.67,50.24,29.74,0
2017,WI,Marinette,1,NA,117.87,7.99,0.4,38.17,36,40300,28.8,50.14,24.73,0
2017,WI,Milwaukee,3,21.01,4.23,61.96,27.1,99.81,659,950172,3936.09,48.41,35.94,0
2017,WI,Walworth,1,NA,37.34,24.98,1.2,65.8,53,102850,185.27,49.85,30.74,0
2017,WI,Waukesha,1,NA,22.62,19.03,1.4,90.14,140,400899,729.48,49.17,28.1,0
2017,WI,Winnebago,1,14.8,27.29,19.08,1.9,86.57,67,170394,392.17,50.33,33.92,0
2017,WI,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,WV,Braxton,1,NA,NA,4.92,0.6,0,15,14217,27.83,50.63,27.63,0
2017,WV,Harrison,1,NA,69.8,10.43,1.7,62.95,48,67905,163.23,49.11,29.68,0
2017,WV,Kanawha,1,32.75,206.83,21.74,7.6,74.81,169,183385,203.4,48.21,29.89,0
2017,WV,Marion,1,NA,75.07,13.15,3.6,58.52,36,56349,182.51,49.27,31.75,0
2017,WV,Mercer,2,NA,149.66,17.48,6.3,59.27,71,59869,142.89,47.9,29.19,0
2017,WV,Pendleton,1,NA,NA,10.04,2.4,0,0,6973,10.02,50.44,23.89,0
2017,WV,Randolph,1,NA,141.21,7.42,1.5,37.62,29,28894,27.79,51.74,29.52,0
2017,WV,Taylor,1,NA,NA,7.23,1,40.3,12,16914,97.9,50.64,29.6,0
2017,WV,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2017,WY,Laramie,1,16.2,116.08,35.69,3.6,80.22,69,98377,36.63,50.78,33.92,0
2018,AK,Fairbanks North Star,1,NA,NA,NA,NA,69.13,105,98565,13.43,53.92,41.81,0
2018,AK,Kenai Peninsula,1,NA,NA,NA,NA,20.66,73,58561,3.64,52.18,29.92,0
2018,AK,Matanuska Susitna,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,AK,Wade Hampton,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
2018,AK,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,AL,Baldwin,1,NA,76.93,29.79,9.5,57.72,147,217855,137.03,48.52,28.32,0
2018,AL,Jefferson,2,24.9,90.5,55.49,42.8,90.17,767,659429,593.4,47.26,33.51,0
2018,AL,Lowndes,1,NA,NA,40.19,73.1,0,12,9974,13.93,46.9,28.84,0
2018,AL,Madison,1,21.37,130.63,50.49,24.5,83.56,269,367004,457.85,48.85,32.89,0
2018,AL,Marengo,1,NA,187.87,52.85,51.1,30.68,19,19056,19.51,47,28.93,0
2018,AL,Mobile,1,19.8,104.13,53.53,35.3,79.98,449,413908,336.66,47.6,32.42,0
2018,AL,Montgomery,2,25.2,45.47,54.5,56.3,89.51,288,226504,288.82,47.12,34.03,0
2018,AL,Talladega,2,NA,197.91,48.79,32.3,44.18,86,80137,108.77,48.03,30.71,0
2018,AL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,AR,Baxter,1,NA,322.65,9.11,0.3,34.16,50,41624,75.1,48.4,22.84,0
2018,AR,Clay,1,NA,81.28,7.6,0.6,41.14,15,14763,23.09,48.82,28.07,0
2018,AR,Columbia,1,NA,77.59,51.45,36.3,42.51,21,23586,30.79,48.27,32.4,0
2018,AR,Conway,1,NA,316.93,31.75,11.4,29.48,19,20825,37.71,49.14,28.49,0
2018,AR,Crawford,1,NA,94.98,25.75,1.5,48.04,52,63379,106.86,49.33,30.26,0
2018,AR,Crittenden,1,NA,177.2,53.52,51.5,79.11,46,48363,79.31,47.55,31.46,0
2018,AR,Franklin,1,NA,NA,14.11,0.9,17.4,0,17764,29.18,49.91,28.68,0
2018,AR,Jefferson,1,NA,142.51,52.62,55.6,69.08,113,68067,78.17,49.38,31.6,0
2018,AR,Phillips,1,NA,NA,49.06,62,52.03,32,18054,25.95,47.09,27.16,0
2018,AR,Poinsett,1,NA,NA,22.21,7.8,28.86,22,23903,31.52,48.55,29.66,0
2018,AR,Pulaski,1,NA,104.08,57.22,35.7,87.72,442,391918,515.84,47.75,33.97,0
2018,AR,Searcy,1,NA,134.93,11.89,0.3,0,12,7930,11.91,50.13,24.3,0
2018,AR,Sebastian,1,NA,41.7,46.49,6.7,79.19,77,127570,239.83,48.87,32.1,0
2018,AR,Washington,2,NA,NA,44.37,3.4,NA,110,236611,251.19,50.04,38.95,0
2018,AR,White,1,NA,220.72,20.92,4.4,45.68,56,78381,75.72,48.68,31.76,0
2018,AR,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,AZ,Coconino,1,14.3,58.17,60.18,1.6,NA,87,142523,7.65,49.42,39,0
2018,AZ,La Paz,1,NA,NA,54.27,1,NA,32,21039,4.68,51.3,21.39,0
2018,AZ,Maricopa,37,14.09,NA,57.19,5.7,NA,2745,4402403,478.51,49.44,34.25,0
2018,AZ,Mohave,2,16.43,211.43,35.97,1.3,NA,272,209292,15.72,50.54,23.61,0
2018,AZ,Pima,8,18.85,177.97,57.7,4,NA,742,1036554,112.83,49.22,32.91,0
2018,AZ,Pinal,1,13.21,90.62,56.91,4.8,NA,257,446806,83.27,52.1,31.81,0
2018,AZ,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,CA,Alameda,4,11.22,32.94,74.04,12.4,99.61,718,1666756,2255.36,49.21,37.74,0
2018,CA,Butte,3,9.8,149.52,42.36,1.8,81.1,137,230339,140.75,49.41,34.85,0
2018,CA,Contra Costa,4,11.36,30.72,68.65,9.6,99.21,516,1150519,1607,48.92,32.04,0
2018,CA,Del Norte,1,NA,290.56,55.21,3.7,66.33,27,27740,27.56,54.55,33.17,0
2018,CA,El Dorado,1,NA,234.08,35.57,0.9,65.3,104,190746,111.69,49.84,26.45,0
2018,CA,Fresno,2,11.68,100.75,61.89,5.9,89.19,479,991950,166.49,49.88,35.06,0
2018,CA,Inyo,1,NA,245.74,52.33,0.9,53.57,13,17946,1.76,50.24,26.75,0
2018,CA,Kern,2,10.11,269.54,59.67,6.3,89.79,526,893758,109.91,51.22,35.67,0
2018,CA,Kings,1,NA,79.07,59.65,7.4,89.15,49,151382,108.95,54.97,39.09,0
2018,CA,Lake,1,NA,216.43,43.34,2,66.89,70,64317,51.19,49.89,26.55,0
2018,CA,Los Angeles,25,13.05,43.32,66.19,9.2,99.39,3720,10073906,2482.55,49.3,36.84,0
2018,CA,Merced,2,9.8,149.15,57.63,4.2,85.73,142,274151,141.68,50.43,34.39,0
2018,CA,Napa,1,8.9,42.37,58.38,2.3,86.6,43,138789,185.46,49.78,30.98,0
2018,CA,Orange,6,10.39,8.86,66.31,2.1,99.86,743,3175973,4017.32,49.35,33.95,0
2018,CA,Placer,2,8.22,76.93,41.75,1.7,86.21,137,392330,278.84,48.88,29.18,0
2018,CA,Riverside,8,9.15,68.42,62.48,7,95.38,873,2445789,339.39,49.84,33.68,0
2018,CA,Sacramento,3,10.33,133.84,68.73,10.8,97.94,754,1538746,1595.15,48.87,35.34,0
2018,CA,San Bernardino,7,10.55,54.42,62.46,9.5,95.27,983,2166753,108.03,49.8,35.77,0
2018,CA,San Diego,4,11.03,36.47,65.02,5.6,96.7,1029,3333861,792.53,50.36,37.45,0
2018,CA,San Francisco,2,26.02,NA,67.98,6,100,194,880696,18790.19,50.99,44.73,0
2018,CA,San Mateo,1,NA,82.1,69.1,3,98.11,162,768681,1714.24,49.5,34.68,0
2018,CA,Santa Barbara,1,11.99,64.54,58.39,2.4,94.98,143,445780,162.99,49.99,35.81,0
2018,CA,Santa Clara,2,11.33,18.03,69.43,2.9,98.92,416,1932337,1497.82,50.62,36.78,0
2018,CA,Shasta,2,10.7,163.49,32.55,1,70.71,144,179709,47.6,49.16,29.59,0
2018,CA,Stanislaus,2,10.14,79.51,60.11,3.2,92.02,243,548126,366.68,49.53,33.98,0
2018,CA,Tulare,3,10.69,NA,51.29,2.2,84.52,267,464589,96.3,50.01,33.98,0
2018,CA,Ventura,1,10.8,19.84,59.68,2.2,96.88,307,848142,460.16,49.49,32.55,0
2018,CA,Yuba,1,NA,295.91,59.05,3.9,73.78,43,77557,122.75,50.61,35.32,0
2018,CA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
2018,CO,Adams,4,15.3,NA,57.23,3.5,96.38,277,511354,437.93,50.5,37.35,0
2018,CO,Alamosa,2,NA,NA,54.34,1.8,63.13,15,16248,22.48,49.93,36.04,0
2018,CO,Arapahoe,3,NA,68.4,55.61,10.8,98.42,344,651797,816.69,49.54,36.1,0
2018,CO,Denver,3,21.32,NA,60.62,10.2,100,364,716265,4681.47,50.16,45.33,0
2018,CO,Douglas,1,12.1,167.24,28.03,1.4,89.71,164,342989,408.2,49.96,31.15,0
