"word","freq"
"half",4
"handcuff",4
"handcuffs",4
"hangup",4
"harming",4
"hart",4
"heath",4
"heavily",4
"herd",4
"hills",4
"hitandrun",4
"hollis",4
"hopwood",4
"hostile",4
"houses",4
"hunting",4
"inch",4
"incidents",4
"indiana",4
"influence",4
"injuring",4
"injury",4
"interviewing",4
"isaiah",4
"island",4
"jack",4
"jail",4
"jamie",4
"jersey",4
"jesk",4
"jimmy",4
"johnston",4
"justice",4
"kansas",4
"kassick",4
"kerrville",4
"kershaw",4
"keys",4
"kirk",4
"knight",4
"knox",4
"lap",4
"lasted",4
"lawson",4
"ledlow",4
"leman",4
"lincoln",4
"lives",4
"lloyd",4
"logan",4
"london",4
"lone",4
"los",4
"louisiana",4
"love",4
"lucas",4
"mann",4
"manning",4
"manus",4
"marin",4
"marion",4
"marshal",4
"mavity",4
"mcqueen",4
"meade",4
"meadows",4
"media",4
"memorial",4
"meyer",4
"michigan",4
"military",4
"missing",4
"mississippi",4
"mothers",4
"motorists",4
"murphy",4
"neal",4
"needed",4
"negotiated",4
"northbound",4
"oregon",4
"overpass",4
"owned",4
"parent",4
"parents",4
"partner",4
"passed",4
"passengers",4
"peoples",4
"perceived",4
"peter",4
"physically",4
"pike",4
"portland",4
"presented",4
"price",4
"prison",4
"proceeded",4
"proctor",4
"puchel",4
"randall",4
"rangers",4
"reach",4
"recreation",4
"redding",4
"reece",4
"remained",4
"remove",4
"reneer",4
"rest",4
"retrieved",4
"reversed",4
"ride",4
"robber",4
"roommate",4
"sanders",4
"saturn",4
"sciscm",4
"scissors",4
"scuffle",4
"seemed",4
"setting",4
"shell",4
"simpson",4
"sinclair",4
"sixhour",4
"sketchy",4
"space",4
"spaits",4
"special",4
"spencer",4
"sprayed",4
"springfield",4
"staff",4
"statements",4
"stayed",4
"stick",4
"stomach",4
"stood",4
"storage",4
"stough",4
"strange",4
"strickland",4
"struggling",4
"subsequently",4
"substance",4
"suddenly",4
"sultan",4
"surveillance",4
"swerved",4
"tag",4
"tincher",4
"torso",4
"tractor",4
"transported",4
"traveled",4
"travis",4
"trouble",4
"troy",4
"turn",4
"unharmed",4
"verrett",4
"victor",4
"view",4
"village",4
"vincent",4
"violated",4
"violations",4
"wagner",4
"wanner",4
"warren",4
"watched",4
"wednesday",4
"wetter",4
"whod",4
"whose",4
"windshield",4
"wirth",4
