"word","freq"
"coon",1
"cooperate",1
"copper",1
"copsu",1
"corado",1
"cornered",1
"corona",1
"correaleyva",1
"corridor",1
"corvinus",1
"couch",1
"counter",1
"counts",1
"court",1
"courthouse",1
"coyote",1
"cracking",1
"credit",1
"crews",1
"crispin",1
"cristino",1
"crossfire",1
"crossing",1
"crosstown",1
"crowbar",1
"crowded",1
"cruzamado",1
"crying",1
"cthe",1
"cuadra",1
"cuellars",1
"cueva",1
"cuevas",1
"cumberland",1
"cumbre",1
"curb",1
"customer",1
"customs",1
"cutter",1
"cylindrical",1
"dairy",1
"dam",1
"damage",1
"damaging",1
"dan",1
"danielle",1
"danny",1
"dashcam",1
"daughter",1
"davila",1
"davis",1
"days",1
"deal",1
"dealers",1
"dealership",1
"december",1
"decided",1
"deck",1
"deemed",1
"defending",1
"deflation",1
"degree",1
"delacruz",1
"deleon",1
"deli",1
"delima",1
"deliraalires",1
"delk",1
"delta",1
"deltoro",1
"demanding",1
"demonstrations",1
"dennis",1
"denton",1
"denver",1
"deploy",1
"deploying",1
"depression",1
"derek",1
"described",1
"despite",1
"destroyed",1
"destroying",1
"detail",1
"detroit",1
"dever",1
"devine",1
"devion",1
"devolved",1
"deysie",1
"dialed",1
"diego",1
"dilley",1
"dillingham",1
"dinuba",1
"dionisio",1
"directly",1
"director",1
"disabled",1
"disarming",1
"disclosed",1
"disclosure",1
"disconnected",1
"discovering",1
"disobeyed",1
"disoriented",1
"dispatch",1
"dispatcher",1
"dispatchers",1
"displaying",1
"disputed",1
"distressed",1
"distribute",1
"district",1
"disturbanceu",1
"ditched",1
"divorce",1
"dodge",1
"dollar",1
"dolores",1
"domesticrelated",1
"domesticviolence",1
"domesticviolencerelated",1
"donley",1
"double",1
"dove",1
"downloading",1
"drag",1
"drown",1
"drugrelated",1
"drugsmuggling",1
"drunken",1
"dubrino",1
"durans",1
"duty",1
"dying",1
"ecso",1
"edged",1
"effort",1
"efforts",1
"ehrenberg",1
"eight",1
"elbert",1
"eldorado",1
"electrical",1
"electrocuted",1
"electronic",1
"elephant",1
"eliezer",1
"elisha",1
"eliuth",1
"elmendorf",1
"elude",1
"elvin",1
"embankment",1
"embassy",1
"emil",1
"emilio",1
"emotional",1
"empty",1
"encampment",1
"encinas",1
"enclosed",1
"engine",1
"english",1
"ennis",1
"enraged",1
"enrique",1
"entrance",1
"equipment",1
"eric",1
"ernest",1
"erratic",1
"erupted",1
"escalated",1
"escalomabaez",1
"escalona",1
"escaping",1
"escorted",1
"escorting",1
"espino",1
"espinosa",1
"espinoza",1
"establish",1
"ethan",1
"eugene",1
"eulizier",1
"evacuating",1
"evade",1
"evans",1
"evansvalencia",1
"events",1
"evicted",1
"evin",1
"exboyfriend",1
"exceeding",1
"exchanging",1
"execute",1
"executed",1
"executing",1
"exhibiting",1
"exiting",1
"explosives",1
"exposing",1
"exs",1
"extended",1
"extending",1
"eye",1
"fabela",1
"fabian",1
"failing",1
"failure",1
"fake",1
"false",1
"familyua",1
"fearing",1
"feb",1
"feetlong",1
"feliz",1
"felon",1
"femur",1
"fences",1
"ferguson",1
"fernand",1
"fiancee",1
"fidel",1
"fiesta",1
"filling",1
